cabin,passenger_adults,passenger_children,passenger_infant,passenger_youngsters,time_to_flight,connections_flag,travel_duration,destination_cont,a_purchase
Business,1,0,1,0,113,0,8,EU,0
Economy,1,0,0,0,57,0,8,USA,0
Economy,2,2,0,0,57,0,8,EU,1
Economy,1,0,0,0,41,1,6,USA,0
Business,2,0,0,0,156,1,30,AS,0
Economy,4,1,0,0,211,0,5,EU,1
Economy,1,0,0,0,26,0,3,EU,0
Economy,1,0,0,0,9,1,24,USA,0
Premium Economy,1,0,0,0,4,0,28,AS,0
Economy,1,0,0,0,25,0,11,AS,0
Economy,3,0,0,0,99,0,8,EU,1
Economy,1,0,0,0,90,0,45,EU,0
Economy,1,0,0,0,92,0,15,USA,0
Economy,2,0,0,0,57,1,7,EU,0
Business,1,0,0,0,7,0,6,EU,0
Economy,1,0,0,0,10,1,38,AS,0
Economy,3,0,0,0,159,0,5,EU,0
Economy,1,0,0,0,242,0,3,EU,0
Economy,2,2,0,1,9,0,22,USA,0
Business,2,0,0,0,155,1,31,AS,0
Business,2,0,0,0,328,1,22,OC,0
Economy,2,0,0,0,340,0,8,EU,0
Economy,2,0,0,0,342,0,14,EU,0
Business,1,0,0,0,24,1,3,EU,0
Premium Economy,1,0,0,0,58,0,4,AS,1
Economy,2,0,0,0,160,0,8,EU,0
Economy,2,0,0,0,177,0,8,AS,1
Economy,1,0,0,1,70,0,9,EU,0
Economy,1,0,0,0,9,0,11,USA,0
Business,1,0,0,0,18,1,5,USA,0
Economy,2,0,0,0,30,0,5,EU,0
Economy,1,0,0,0,20,1,4,EU,0
Business,1,0,0,0,40,0,2,EU,0
Economy,2,0,0,0,139,0,3,EU,1
Economy,2,0,0,0,334,0,5,USA,1
Business,1,0,0,0,7,0,5,EU,0
Economy,1,0,0,0,15,0,3,EU,0
Economy,1,0,0,0,22,0,35,AS,0
Premium Economy,1,0,0,1,307,0,15,AF,0
Economy,2,0,0,0,231,0,12,EU,0
Economy,5,0,0,0,139,0,8,EU,1
Economy,1,0,0,1,71,1,21,EU,0
Business,2,0,0,0,22,1,5,EU,0
Economy,4,0,0,0,108,1,8,EU,0
Economy,1,0,0,0,116,1,16,EU,0
Economy,1,0,0,0,5,0,8,AF,0
Business,2,0,0,0,59,1,57,AS,0
Economy,1,0,0,0,17,0,6,AS,0
Business,1,0,0,0,91,1,64,EU,0
Business,2,0,0,0,152,0,3,EU,1
Economy,1,0,0,0,2,0,9,EU,0
Economy,2,0,0,0,84,0,6,EU,0
Economy,2,0,0,0,186,0,6,USA,1
Economy,1,0,0,0,8,0,3,EU,0
Economy,1,0,0,0,142,0,5,EU,0
Economy,2,0,0,0,19,0,43,EU,0
Economy,3,1,0,1,134,0,14,EU,0
Economy,1,0,0,0,2,0,31,EU,0
Business,1,0,0,0,17,0,8,AS,0
Economy,1,0,0,0,203,1,10,USA,0
Economy,2,0,0,0,70,1,15,USA,0
Business,2,2,0,1,98,1,11,EU,0
Economy,4,1,0,0,252,0,8,AF,1
Economy,1,0,0,0,16,1,22,EU,0
Economy,1,0,0,0,170,1,7,EU,0
Economy,2,0,0,0,158,1,17,EU,0
Economy,2,0,0,0,96,0,4,EU,0
Economy,2,0,0,0,183,0,8,EU,0
Economy,1,0,0,0,204,0,5,EU,0
Economy,1,0,0,0,3,1,25,SA,0
Economy,2,0,0,0,28,1,10,AF,0
Business,1,0,0,0,61,1,15,EU,0
Economy,1,0,0,0,51,0,9,EU,0
Premium Economy,1,0,0,0,20,0,6,AS,0
Economy,1,0,0,0,64,1,18,EU,0
Premium Economy,1,0,0,0,110,0,11,USA,0
Economy,2,0,0,0,264,0,8,AF,0
Economy,1,0,0,0,2,0,3,EU,0
Business,2,0,0,0,34,0,8,EU,0
Economy,2,0,0,0,141,1,14,EU,0
Premium Economy,2,0,0,0,39,1,22,EU,0
Economy,1,0,0,0,57,0,12,USA,0
Premium Economy,2,1,0,0,99,0,16,USA,1
Business,2,0,0,1,84,1,55,AS,0
Economy,2,0,0,0,3,1,13,AS,0
Business,2,0,0,0,178,0,3,USA,0
Business,1,1,0,0,48,0,44,EU,0
Economy,3,0,0,0,77,1,15,USA,0
Economy,1,0,0,0,5,1,13,EU,0
Economy,2,0,0,0,20,1,44,USA,0
Business,1,0,0,0,76,1,24,USA,0
Economy,1,0,0,0,18,0,2,EU,0
Economy,2,2,0,0,251,0,9,AS,1
Business,1,0,0,0,3,0,2,EU,0
Economy,2,1,0,0,242,1,12,AS,0
Economy,1,0,0,0,16,1,6,USA,1
Economy,1,0,0,0,54,0,44,AS,0
Economy,1,0,0,0,92,0,10,EU,0
Economy,1,0,0,0,65,0,7,EU,0
Economy,2,0,0,0,94,0,12,USA,0
Economy,2,0,0,0,107,0,11,EU,0
Economy,1,2,0,0,98,0,41,EU,0
Economy,1,0,0,0,6,0,3,EU,0
Economy,1,0,0,0,23,0,12,EU,0
Business,2,0,0,0,125,0,6,EU,1
Economy,1,0,0,0,3,1,11,EU,0
Economy,1,0,0,0,59,0,3,EU,0
Premium Economy,1,0,0,0,73,0,6,USA,1
Economy,1,0,0,0,57,0,9,USA,0
Economy,2,0,0,0,124,1,20,USA,0
Economy,2,0,0,0,139,0,3,EU,1
Economy,1,0,0,0,111,0,6,EU,0
Economy,2,0,0,0,12,0,3,EU,0
Economy,1,0,0,0,3,0,15,EU,0
Economy,1,0,0,0,41,1,8,EU,0
Economy,1,0,0,0,78,0,17,EU,0
Economy,3,0,0,1,107,0,9,EU,0
Economy,2,0,0,0,131,1,16,EU,0
Economy,1,0,0,0,120,0,8,EU,0
Business,2,0,0,0,265,0,9,AF,0
Economy,1,0,0,0,20,1,4,USA,0
Economy,1,0,0,0,26,0,12,EU,0
Economy,1,0,0,0,21,0,2,EU,0
Economy,2,0,0,0,89,1,18,EU,0
Economy,1,0,0,0,7,0,3,EU,0
Economy,1,0,0,0,30,0,9,EU,0
Economy,2,2,0,0,347,0,9,AS,0
Premium Economy,1,0,0,0,186,0,3,USA,0
Economy,1,0,0,0,82,1,9,EU,0
Economy,1,0,0,0,4,0,4,USA,0
Economy,1,0,0,0,46,0,8,EU,0
Economy,1,0,0,0,64,1,21,EU,0
Business,1,0,0,0,48,0,5,EU,0
Economy,1,0,0,0,26,0,5,EU,0
Economy,2,0,0,0,109,0,11,USA,0
Economy,1,0,0,0,11,1,16,EU,0
Business,4,0,0,0,88,0,5,AF,0
Economy,1,0,0,0,13,0,6,EU,0
Economy,2,0,0,0,18,1,10,USA,0
Economy,1,0,0,0,74,1,14,EU,0
Economy,1,0,0,0,13,0,3,EU,0
Economy,2,0,0,0,211,1,14,EU,0
Business,1,1,0,0,35,0,13,USA,0
Economy,2,3,0,0,175,0,9,EU,0
Economy,2,0,0,0,35,1,6,USA,1
Economy,3,0,0,0,194,1,13,EU,0
Economy,1,0,0,0,55,0,17,EU,0
Economy,2,0,0,0,290,0,11,USA,1
Premium Economy,1,0,0,0,139,0,23,EU,0
Economy,2,0,0,0,38,0,4,EU,1
Economy,3,0,0,0,30,0,7,AS,0
Economy,2,0,0,0,146,0,8,EU,0
Economy,1,0,0,0,106,0,8,EU,0
Economy,1,0,1,0,67,0,196,EU,0
Economy,2,1,0,1,73,0,14,EU,0
Premium Economy,1,0,0,0,79,0,27,USA,0
Economy,1,0,0,0,141,1,129,AS,0
Economy,1,0,0,0,36,0,31,AS,0
Economy,1,0,0,0,4,0,65,EU,0
Economy,1,0,0,0,27,1,8,EU,0
Economy,2,0,0,0,192,1,10,SA,1
Economy,2,0,0,0,271,0,12,USA,1
Economy,1,0,0,0,135,0,8,EU,0
Premium Economy,1,0,0,0,11,0,28,USA,0
Economy,2,0,0,0,48,0,8,USA,1
Economy,2,2,0,0,180,0,6,EU,0
Business,1,0,0,0,156,0,2,EU,0
Economy,2,0,0,0,67,0,4,EU,0
Economy,1,0,0,0,19,0,3,EU,0
Economy,2,0,0,0,173,0,6,EU,1
Premium Economy,2,0,0,0,277,0,68,AF,0
Economy,1,0,0,0,28,1,3,USA,0
Economy,1,0,0,0,133,0,4,EU,0
Business,2,0,0,0,34,0,6,EU,1
Economy,1,0,0,0,19,0,2,EU,0
Economy,1,0,0,0,16,0,5,EU,0
Economy,2,0,0,0,219,0,13,USA,1
Economy,1,0,0,0,27,0,5,EU,0
Economy,1,0,0,0,16,0,3,EU,0
Economy,1,0,0,0,207,0,3,EU,0
Economy,1,1,0,0,30,1,24,EU,0
Economy,1,0,0,0,21,0,5,USA,0
Economy,2,0,0,0,207,0,4,EU,0
Economy,2,0,0,0,47,0,4,EU,0
Economy,1,0,0,0,107,1,8,USA,0
Economy,1,0,0,0,151,0,24,AF,0
Economy,1,0,0,0,9,0,6,EU,0
Economy,1,0,0,0,2,0,15,EU,0
Economy,1,0,0,0,43,1,32,EU,0
Premium Economy,2,2,0,0,90,0,23,EU,0
Economy,1,0,0,0,27,0,13,AS,0
Economy,1,0,0,0,157,0,4,EU,0
Economy,1,0,0,0,23,1,62,EU,0
Economy,1,0,0,0,290,0,63,AS,0
Economy,2,0,0,0,88,1,19,USA,0
Economy,2,0,0,0,176,0,4,EU,1
Economy,2,0,0,0,30,0,4,EU,0
Economy,1,0,0,0,35,0,7,EU,0
Economy,2,1,0,0,104,1,10,AF,1
Economy,2,0,0,0,83,1,16,EU,0
Economy,1,0,0,0,25,0,4,EU,0
Business,1,0,0,0,23,0,11,AF,0
Economy,1,0,0,0,70,0,4,USA,1
Economy,1,0,0,0,6,0,3,EU,0
Economy,1,0,0,0,130,1,6,EU,0
Economy,1,0,1,0,45,1,36,OC,0
Economy,2,0,0,0,299,0,8,USA,0
Economy,2,0,0,0,14,0,2,EU,0
Economy,1,0,0,0,16,0,6,EU,0
Economy,1,0,0,0,67,0,2,EU,0
Business,2,0,0,0,102,0,3,EU,1
Economy,1,0,0,0,52,0,5,EU,0
Business,1,0,0,0,27,1,12,EU,0
First,2,0,0,0,318,0,16,AS,0
Economy,1,0,0,0,187,1,11,USA,0
Economy,1,0,0,0,52,1,4,USA,0
Economy,2,0,0,0,147,0,4,EU,0
Premium Economy,1,0,0,0,72,0,9,EU,0
Business,2,0,0,0,178,1,8,EU,0
Premium Economy,4,0,0,0,26,0,3,EU,1
Economy,1,1,0,0,237,1,6,USA,0
Economy,3,0,0,0,122,0,3,EU,0
Economy,1,0,0,0,19,0,4,USA,1
Economy,1,0,0,0,13,0,4,EU,0
Economy,2,0,0,0,174,0,11,AS,0
Economy,2,0,1,0,31,0,32,AS,0
Economy,2,0,0,0,317,1,37,AS,0
Economy,1,0,0,0,47,0,8,EU,0
Economy,1,0,0,0,43,1,13,EU,0
Economy,2,0,0,0,308,1,17,AS,0
Business,2,0,0,0,101,0,8,EU,0
Premium Economy,1,0,0,0,168,0,14,AS,0
Business,2,0,0,0,107,0,11,EU,0
Economy,1,1,0,0,84,0,7,EU,0
Economy,2,0,0,0,22,0,5,EU,1
Economy,2,0,0,2,174,1,21,USA,0
Economy,1,0,0,0,33,0,8,EU,0
Economy,2,0,0,0,31,1,8,EU,0
Economy,1,0,0,0,132,0,5,EU,0
Economy,2,0,0,0,4,0,2,EU,0
Business,1,0,0,0,2,0,2,EU,1
Economy,1,1,0,0,112,1,36,EU,0
Economy,2,0,0,0,162,1,23,AS,0
Economy,1,0,0,0,11,0,4,USA,0
Economy,2,0,0,0,36,0,7,EU,0
Economy,1,0,0,0,13,0,4,EU,0
Economy,3,0,0,0,273,0,6,USA,1
Business,1,0,0,0,55,1,18,USA,0
Economy,2,0,0,0,110,0,9,EU,1
Economy,3,0,0,1,345,0,11,USA,0
Economy,5,0,0,0,145,0,8,EU,0
Economy,1,0,0,0,46,0,16,USA,0
Economy,1,0,0,0,112,0,15,EU,0
Economy,1,0,0,0,30,0,13,EU,0
Economy,2,0,0,0,46,0,3,EU,0
Economy,2,0,0,0,73,1,11,USA,0
Economy,2,1,0,0,191,0,8,EU,0
Economy,1,0,0,0,18,0,36,USA,0
Business,2,0,0,0,296,0,21,USA,0
Economy,2,0,0,0,31,0,6,AS,1
Economy,1,0,0,0,113,0,11,USA,0
First,1,0,0,0,47,0,2,USA,0
Economy,1,0,0,0,83,0,23,USA,0
Economy,1,0,0,0,115,0,15,EU,0
Business,2,0,0,0,152,1,10,EU,0
Economy,1,0,0,0,17,0,8,EU,0
Economy,1,0,0,0,60,0,3,EU,0
Business,2,0,0,0,264,0,8,AF,0
Economy,1,0,0,0,2,0,7,EU,0
Economy,1,0,0,0,90,0,10,USA,0
Economy,1,0,0,0,4,0,3,EU,0
Economy,2,0,0,0,13,0,5,EU,0
Economy,4,0,1,0,96,1,9,EU,0
Economy,1,0,0,0,41,0,250,EU,0
Economy,2,0,0,0,38,1,11,EU,0
Economy,1,0,0,0,52,0,4,EU,0
Economy,2,0,0,0,228,0,15,AF,0
Economy,1,0,0,0,22,1,9,EU,0
Business,1,0,0,0,26,0,6,SA,0
Economy,1,0,0,0,263,0,13,USA,0
Economy,2,0,0,0,160,0,4,EU,1
Economy,1,0,0,0,128,1,22,EU,0
Business,1,0,0,0,179,1,13,EU,0
Economy,2,0,0,0,6,0,4,EU,1
Economy,1,0,0,0,10,0,5,EU,0
Economy,1,0,0,0,5,0,3,EU,0
Economy,1,0,0,0,18,0,2,EU,0
Economy,2,0,0,0,36,0,5,EU,0
Economy,2,0,0,0,21,0,5,EU,0
Economy,3,0,0,0,163,0,4,EU,1
Business,1,0,0,0,39,0,23,EU,0
Economy,2,0,0,0,252,0,8,USA,0
Premium Economy,2,1,0,1,42,0,7,EU,0
Economy,1,0,0,0,45,0,9,AF,0
Economy,2,0,0,0,87,1,11,EU,1
Economy,2,0,0,0,54,0,9,EU,0
Economy,1,0,0,0,32,0,15,USA,0
Economy,1,0,0,0,78,1,13,EU,0
Economy,1,0,0,0,82,1,22,EU,0
Business,1,0,0,0,25,0,8,EU,0
Economy,2,0,0,0,89,0,13,EU,0
Economy,1,0,0,0,2,0,2,EU,0
Economy,1,0,0,0,283,1,9,EU,0
Premium Economy,1,0,0,0,33,1,17,EU,0
Economy,1,0,0,0,9,0,16,EU,0
Economy,2,2,0,0,312,1,23,OC,1
Premium Economy,1,0,0,0,23,0,9,AS,0
Economy,2,0,0,0,158,0,11,EU,0
Economy,1,0,0,0,4,0,99,EU,0
Economy,1,0,0,0,49,1,69,AF,0
Economy,1,0,0,0,33,1,11,EU,0
Economy,2,0,0,0,28,0,4,EU,0
Economy,1,0,0,0,24,1,176,EU,0
Economy,1,0,0,0,38,0,7,EU,0
Economy,1,0,0,0,51,0,13,AS,0
Economy,3,2,0,0,136,0,8,EU,0
Economy,1,0,0,0,65,0,12,USA,0
Economy,1,0,0,0,41,1,8,EU,0
Economy,1,0,0,0,157,0,3,EU,0
Economy,1,0,0,0,46,0,130,EU,0
Economy,2,1,0,0,60,0,5,EU,0
Economy,2,0,0,0,18,0,4,EU,0
Economy,1,0,0,0,74,1,9,EU,0
Economy,1,0,0,0,34,0,16,EU,0
Economy,1,0,0,0,21,0,10,EU,0
Economy,1,0,0,0,251,1,8,USA,0
Business,3,0,0,0,83,0,8,EU,1
Economy,1,0,0,0,24,0,2,EU,0
Business,3,0,0,0,2,0,3,EU,0
Economy,1,0,0,0,16,0,21,OC,0
Economy,1,0,0,0,162,0,38,AS,0
Business,2,0,0,0,333,1,16,EU,0
Economy,1,1,0,0,4,0,6,EU,0
Economy,2,0,0,0,101,0,3,EU,0
Economy,1,0,0,0,100,0,22,EU,0
Business,1,0,0,0,19,0,3,EU,0
Economy,1,0,0,0,6,0,2,EU,0
Business,2,2,0,0,341,0,15,AS,0
Business,1,0,0,0,29,1,15,EU,0
Economy,2,0,0,0,97,1,15,EU,0
Economy,1,0,0,0,81,0,19,EU,0
Economy,1,0,0,0,20,1,4,EU,0
Economy,1,0,0,0,54,0,2,EU,0
Economy,2,0,0,0,155,0,8,EU,0
Economy,1,1,0,1,127,0,9,EU,0
Business,1,0,0,0,50,0,18,AS,0
Business,1,0,0,0,72,0,33,EU,0
Premium Economy,1,0,0,0,40,0,8,USA,0
Economy,1,0,0,0,27,0,5,EU,0
Economy,2,0,0,0,154,0,8,EU,1
Economy,2,2,0,0,116,0,18,AF,0
Economy,1,0,0,0,153,1,28,AS,0
Economy,2,0,0,0,194,1,9,USA,1
Economy,2,0,0,0,67,0,5,EU,0
Economy,1,0,0,0,75,1,11,USA,0
Economy,2,2,0,0,332,1,14,USA,0
Business,1,0,0,0,76,1,65,EU,0
Economy,1,0,0,0,9,0,5,EU,0
Economy,1,0,0,0,167,1,12,EU,0
Business,2,0,0,0,335,0,19,AS,0
Premium Economy,2,0,0,0,26,1,15,USA,0
Economy,1,0,0,0,206,0,10,EU,0
Economy,1,0,0,0,109,1,21,USA,0
Economy,7,0,0,0,283,1,8,USA,1
Economy,4,0,0,0,31,0,5,EU,0
Economy,1,0,0,0,68,0,3,EU,0
Economy,1,0,0,0,101,0,29,EU,0
Business,1,0,0,0,121,1,8,EU,0
Economy,1,0,0,0,61,0,25,EU,0
Business,1,0,0,0,6,0,2,EU,0
Business,2,0,0,0,24,0,7,EU,0
Economy,2,1,1,0,25,0,12,AF,1
Premium Economy,2,0,0,0,17,0,9,AF,1
Economy,1,0,0,0,25,0,4,USA,0
Economy,2,2,0,0,127,0,8,EU,1
Economy,1,0,0,0,35,0,2,EU,0
Business,2,0,0,0,86,0,12,USA,0
Economy,2,0,0,0,183,0,4,EU,1
Economy,3,0,0,0,2,0,3,EU,0
Economy,1,0,0,0,11,0,2,EU,0
Economy,2,0,0,0,153,0,11,EU,0
Economy,2,2,0,0,196,0,9,USA,1
Economy,2,0,0,0,97,1,47,EU,0
Economy,2,0,0,0,7,0,3,EU,1
Economy,1,0,0,0,135,0,10,USA,0
Economy,1,0,0,0,33,1,5,EU,0
Business,1,0,0,0,29,0,19,AF,0
Economy,2,0,0,0,80,0,4,EU,0
Economy,2,0,0,2,113,1,6,EU,0
Economy,2,0,0,0,145,1,5,EU,1
Economy,1,0,0,0,246,0,12,AS,0
Economy,1,0,0,0,27,0,15,AS,0
Economy,2,1,0,1,68,1,15,EU,0
Economy,2,0,0,0,87,0,6,EU,0
Premium Economy,1,0,0,0,3,1,40,AS,0
Economy,2,0,0,0,140,0,3,EU,0
Economy,1,0,0,0,53,1,8,USA,0
Economy,2,0,0,0,28,0,4,EU,0
Economy,1,0,0,0,26,0,3,EU,0
Economy,1,0,0,0,12,1,14,AF,0
Premium Economy,1,0,0,0,29,0,9,USA,1
Economy,3,0,0,0,33,0,2,EU,0
Economy,2,0,0,0,114,0,12,EU,0
Economy,2,0,0,0,109,0,5,EU,1
Economy,1,0,0,0,9,1,17,AS,0
Economy,1,0,0,0,57,0,8,EU,0
Economy,2,0,0,0,7,0,2,EU,0
Economy,1,0,0,0,8,0,8,EU,0
Premium Economy,5,0,0,0,108,0,5,EU,1
Economy,2,1,0,0,133,1,20,EU,0
Economy,2,2,0,2,118,1,16,USA,0
Premium Economy,1,0,0,0,70,0,3,USA,0
Business,2,0,0,0,10,1,10,AS,0
Business,2,2,0,0,41,0,4,EU,0
Economy,1,0,0,0,16,0,7,EU,0
Economy,1,0,0,0,36,1,5,EU,1
Economy,2,0,0,0,110,0,5,EU,1
Economy,1,0,0,0,44,1,3,EU,0
Economy,1,0,0,0,4,0,2,EU,0
Economy,2,0,0,0,190,0,8,EU,1
Economy,1,0,0,0,108,1,29,EU,0
Economy,1,0,0,0,130,0,22,USA,0
Economy,1,0,0,0,98,0,23,USA,0
Economy,2,0,0,0,111,1,12,EU,0
Economy,2,0,0,0,149,0,9,EU,0
Economy,1,0,0,0,160,0,9,EU,0
Economy,1,0,0,0,61,0,6,EU,0
Economy,1,0,0,0,47,0,6,EU,0
Business,1,1,0,2,43,0,10,EU,0
Economy,2,0,0,0,206,1,8,EU,1
Economy,2,0,0,0,181,0,12,USA,1
Premium Economy,1,0,0,0,35,1,17,USA,0
Economy,1,0,0,0,42,0,68,EU,0
Economy,1,0,0,0,18,0,10,EU,0
Economy,8,0,0,0,225,0,4,EU,1
Economy,1,0,0,0,12,0,19,EU,0
Economy,1,0,0,0,148,1,17,AS,0
Business,1,0,0,0,60,0,6,EU,0
Economy,1,0,0,0,99,0,7,USA,0
Business,1,0,0,0,213,0,6,EU,1
Business,1,0,0,0,11,0,6,EU,0
Economy,1,0,0,0,155,0,7,EU,0
Premium Economy,2,0,0,0,13,0,4,EU,1
Economy,1,0,0,0,6,1,20,AF,0
Economy,2,0,0,0,64,0,5,EU,0
Economy,2,0,1,0,48,0,6,EU,0
Premium Economy,2,0,0,0,278,0,15,USA,0
Economy,2,0,0,0,50,0,6,EU,0
Economy,2,2,0,0,20,0,7,USA,1
Business,1,0,0,0,16,0,9,EU,0
Economy,1,0,0,0,65,0,4,EU,0
Economy,1,0,0,0,2,1,11,EU,0
Economy,2,1,0,0,91,1,41,EU,0
Economy,1,0,0,0,31,0,8,EU,0
Economy,2,2,0,0,76,0,5,EU,1
Economy,2,0,0,0,16,0,4,EU,1
Premium Economy,2,0,0,0,336,0,8,USA,1
Economy,1,0,0,0,40,0,54,AF,0
Economy,1,0,0,0,180,1,20,AS,0
Economy,1,0,0,0,41,0,10,EU,0
Economy,1,0,0,0,35,0,5,EU,0
Business,6,0,0,0,292,0,8,EU,0
Economy,2,0,0,0,171,0,8,EU,0
Economy,2,0,0,0,39,1,171,USA,0
Business,1,0,0,0,5,1,6,EU,0
Premium Economy,1,0,0,0,29,1,28,USA,0
Economy,1,0,0,0,46,0,8,EU,0
Economy,1,0,0,0,68,1,6,EU,0
Economy,1,0,0,0,8,0,3,EU,0
Economy,1,0,0,0,12,0,3,EU,0
Economy,2,1,0,1,98,0,16,EU,0
Premium Economy,4,0,0,0,130,0,14,EU,0
Economy,2,0,0,0,28,0,6,EU,0
Economy,1,0,0,0,20,1,5,USA,1
Economy,1,0,0,0,45,1,8,AF,0
Economy,1,0,0,0,68,0,10,USA,0
Economy,3,0,0,0,258,1,17,EU,0
Business,1,0,0,0,199,0,8,USA,0
Economy,1,0,0,0,184,0,16,AF,0
Economy,1,0,0,0,23,0,2,EU,0
Economy,1,0,0,0,274,0,15,EU,0
Economy,2,0,0,0,88,0,4,EU,0
Economy,1,0,0,0,51,1,16,AS,0
Economy,1,0,0,0,5,0,2,EU,0
Economy,1,0,0,0,7,0,8,EU,0
Economy,2,0,0,0,23,0,2,EU,0
Economy,3,0,0,0,61,1,6,EU,0
Economy,1,0,0,0,18,0,5,USA,0
Economy,1,0,0,0,21,1,46,EU,0
Business,1,0,0,0,44,0,6,USA,0
Economy,1,0,0,0,63,1,64,EU,0
Economy,1,0,0,0,62,0,3,EU,0
Economy,1,0,0,0,18,0,3,EU,0
Economy,4,0,0,0,153,1,9,EU,0
Economy,1,0,0,0,124,0,110,EU,0
Economy,2,1,0,0,233,0,30,AF,0
Economy,3,0,0,0,142,0,5,EU,0
Economy,1,0,0,0,20,0,3,EU,0
Economy,1,0,0,0,3,0,7,EU,0
Economy,1,0,0,0,27,0,6,USA,0
Economy,4,0,0,0,36,0,10,EU,0
Business,1,0,0,0,41,1,12,EU,0
Economy,1,0,0,0,3,1,2,EU,0
Business,2,0,0,0,225,0,3,EU,1
Business,2,0,0,0,3,0,3,USA,0
Business,4,0,0,0,89,0,8,EU,0
Economy,1,2,0,0,175,1,9,USA,0
Economy,2,0,0,0,54,0,6,AS,0
Economy,2,0,0,0,76,0,5,EU,1
Economy,1,0,0,0,23,0,18,EU,0
Business,1,0,0,0,4,0,19,EU,0
Economy,2,0,0,0,247,1,6,USA,1
Economy,4,0,0,0,200,0,5,EU,1
Economy,1,0,0,0,119,0,8,EU,0
Business,2,0,0,0,31,0,6,AF,0
Business,2,0,0,0,47,1,5,USA,0
Economy,2,0,0,0,253,1,16,OC,0
Economy,1,0,0,0,6,0,7,EU,0
Economy,1,0,0,0,70,1,27,USA,0
Economy,1,0,0,0,5,0,11,EU,0
Business,1,0,0,0,250,0,3,EU,0
Premium Economy,2,0,0,0,39,0,5,EU,1
Economy,2,0,0,0,56,1,89,USA,0
Economy,6,0,0,0,98,0,10,EU,0
Economy,2,0,0,0,88,0,7,EU,0
Economy,1,0,0,0,38,1,25,EU,0
Economy,2,0,0,0,328,0,8,USA,0
Economy,1,0,0,0,29,0,3,EU,1
Economy,1,0,0,0,84,0,25,EU,0
Economy,1,0,0,0,13,0,5,EU,0
Business,2,0,0,0,168,0,9,EU,1
Business,2,0,0,0,319,0,30,AF,0
Economy,1,0,0,0,69,1,17,EU,0
Economy,1,0,0,0,165,0,5,USA,0
Economy,4,0,0,0,61,0,8,EU,0
Economy,1,0,0,0,47,0,4,EU,0
First,1,0,0,0,46,1,34,EU,0
Economy,1,0,0,0,12,0,2,EU,0
Business,2,0,0,0,218,0,11,AS,1
Premium Economy,1,0,0,0,22,1,7,USA,0
Economy,2,0,0,2,194,0,4,EU,0
Economy,1,0,0,0,28,0,14,AS,0
Economy,1,1,0,2,117,0,13,EU,0
Economy,2,0,0,0,44,0,5,EU,0
Premium Economy,2,1,0,0,26,0,5,EU,1
Economy,2,0,0,0,28,0,8,EU,0
Economy,2,0,0,0,45,0,37,EU,0
Economy,2,1,0,0,24,0,5,EU,0
Business,2,0,0,0,168,0,8,EU,0
Economy,1,0,0,0,173,1,13,EU,0
Economy,1,0,0,0,100,0,17,AS,0
Economy,4,1,1,0,36,0,8,EU,0
Economy,3,2,0,0,334,1,9,USA,1
Premium Economy,1,0,0,0,199,0,10,AS,0
Economy,1,0,0,0,111,0,13,EU,0
Economy,1,0,0,0,38,1,5,EU,0
Business,1,0,0,0,6,0,4,EU,0
Economy,1,0,0,0,47,0,10,EU,0
Economy,2,0,0,0,50,0,4,EU,0
Premium Economy,2,0,0,2,97,0,20,EU,0
Economy,2,0,0,0,111,0,11,EU,0
Economy,2,0,0,0,17,0,4,EU,0
Economy,1,0,0,0,106,1,11,EU,0
Premium Economy,2,0,0,0,68,1,10,EU,0
Economy,1,0,0,0,114,1,23,OC,0
Economy,1,0,0,0,95,0,8,EU,0
Economy,1,0,0,0,248,1,33,EU,0
Business,2,0,0,0,10,0,3,EU,0
Business,1,0,0,0,26,0,5,EU,0
Economy,1,1,0,0,6,0,5,USA,1
Economy,1,0,0,0,43,0,7,EU,0
Economy,2,0,0,0,18,0,10,USA,0
Economy,2,0,0,0,27,0,8,AF,0
Economy,2,0,1,0,120,0,13,EU,0
Premium Economy,1,0,0,0,38,0,49,EU,0
Economy,2,0,0,0,51,0,10,EU,0
Economy,1,0,0,0,9,0,5,EU,0
Economy,2,0,0,0,190,1,17,USA,0
Economy,1,0,0,0,116,1,24,EU,0
Economy,2,0,0,0,20,0,5,EU,0
Economy,2,0,0,0,211,0,3,EU,0
Economy,1,0,0,0,34,0,5,EU,0
Economy,2,0,0,0,189,0,8,EU,0
Premium Economy,1,0,0,0,48,0,5,USA,0
Economy,1,0,0,0,58,0,24,EU,0
Economy,1,0,0,0,18,1,4,USA,0
Economy,2,0,0,0,146,0,5,EU,0
Economy,2,2,0,0,36,0,6,USA,0
Economy,2,0,0,0,247,1,17,EU,0
Economy,2,0,0,0,59,0,19,EU,0
Economy,2,1,0,0,232,0,4,EU,0
Economy,4,2,0,0,287,0,15,USA,0
Business,1,0,0,0,112,1,12,EU,0
Economy,1,0,0,0,74,1,53,USA,0
Economy,2,0,0,0,262,1,22,EU,0
Premium Economy,2,0,0,0,214,0,4,EU,1
Economy,1,0,0,0,64,0,13,EU,0
Premium Economy,2,0,0,0,62,0,6,USA,1
Premium Economy,1,0,0,0,100,0,7,USA,0
Economy,1,0,0,0,89,1,18,EU,0
Economy,2,0,0,0,255,0,11,AF,0
Economy,1,0,0,0,18,0,2,AS,0
Economy,2,0,0,0,85,0,8,EU,0
Economy,2,2,0,0,51,0,8,EU,0
